"icd_code","icd_name","yll_cause","yll_cause_name","cause_outline","GUC","male","female","yll_amin","yll_amax"
"64251","Hypertension complicating pregnancy childbirth and the puerperium delivered, with or without mention of antepartum condition","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64252","Hypertension complicating pregnancy childbirth and the puerperium delivered, with mention of postpartum complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64253","Hypertension complicating pregnancy childbirth and the puerperium antepartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64254","Hypertension complicating pregnancy childbirth and the puerperium postpartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"6426","Eclampsia complicating pregnancy childbirth or the puerperium","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64260","Eclampsia, unspecified as to episode of care or not applicable","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64261","Eclampsia, delivered, with or without mention of antepartum condition","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64262","Eclampsia, delivered, with mention of postpartum complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64263","Eclampsia, antepartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64264","Eclampsia, postpartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"6427","Pre-eclampsia or eclampsia superimposed on pre-existing hypertension","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64270","Hypertension complicating pregnancy childbirth and the puerperium unspecified as to episode of care or not applicable","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64271","Hypertension complicating pregnancy childbirth and the puerperium delivered, with or without mention of antepartum condition","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64272","Hypertension complicating pregnancy childbirth and the puerperium delivered, with mention of postpartum complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64273","Hypertension complicating pregnancy childbirth and the puerperium antepartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64274","Hypertension complicating pregnancy childbirth and the puerperium postpartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"6429","Unspecified hypertension complicating pregnancy childbirth or the puerperium","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64290","Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64291","Unspecified hypertension,complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64292","Unspecified hypertension, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64293","Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"64294","Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","maternal_htn","Maternal hypertensive disorders","A.06.01.03","A.06.01","0","1",10,54
"643","Excessive vomiting in pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6430","Mild hyperemesis gravidarum","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64300","Excessive vomiting in pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64301","Excessive vomiting in pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64303","Excessive vomiting in pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6431","Hyperemesis gravidarum with metabolic disturbance","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64310","Excessive vomiting in pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64311","Excessive vomiting in pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64313","Excessive vomiting in pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6432","Late vomiting of pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64320","Excessive vomiting in pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64321","Excessive vomiting in pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64323","Excessive vomiting in pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6438","Other vomiting complicating pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64380","Excessive vomiting in pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64381","Excessive vomiting in pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64383","Excessive vomiting in pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6439","Unspecified vomiting of pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64390","Excessive vomiting in pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64391","Excessive vomiting in pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64393","Excessive vomiting in pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"644","Early or threatened labor","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6440","Threatened premature labor","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64400","Early or threatened labor unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64403","Early or threatened labor antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6441","Other threatened labor","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64410","Early or threatened labor unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64413","Early or threatened labor antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6442","Early onset of delivery","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64420","Early or threatened labor unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64421","Early or threatened labor delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"645","Late pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6450","Unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64501","Delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64503","Antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6451","Post term pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64510","Late pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64511","Late pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64513","Late pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"6452","Prolonged pregnancy","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64520","Late pregnancy unspecified as to episode of care or not applicable","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64521","Late pregnancy delivered, with or without mention of antepartum condition","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"64523","Late pregnancy antepartum condition or complication","maternal_other","Other maternal disorders","A.06.01.10","A.06.01","0","1",10,54
"646","Other complications of pregnancy not elsewhere classified","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6460","Papyraceous fetus","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64600","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64601","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64603","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6461","Edema or excessive weight gain in pregnancy without mention of hypertension","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64610","Edema or excessive weight gain in pregnancy, without mention of hypertension, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64611","Edema or excessive weight gain in pregnancy, without mention of hypertension,delivered, with or without mention of antepartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64612","Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64613","Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64614","Edema or excessive weight gain in pregnancy, without mention of hypertension, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6462","Unspecified renal disease in pregnancy without mention of hypertension","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64620","Unspecified renal disease in pregnancy,without mention of hypertension, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64621","Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64622","Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64623","Unspecified renal disease in pregnancy, without mention of hypertension, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64624","Unspecified renal disease in pregnancy, without mention of hypertension, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6463","Habitual aborter currently pregnant","maternal_abort_spont","Spontaneous abortion","A.06.01.05","A.06.01","0","1",10,54
"64630","Recurrent pregnancy loss, unspecified as to episode of care or not applicable","maternal_abort_spont","Spontaneous abortion","A.06.01.05","A.06.01","0","1",10,54
"64631","Recurrent pregnancy loss, delivered, with or without mention of antepartum condition","maternal_abort_spont","Spontaneous abortion","A.06.01.05","A.06.01","0","1",10,54
"64633","Recurrent pregnancy loss, antepartum condition or complication","maternal_abort_spont","Spontaneous abortion","A.06.01.05","A.06.01","0","1",10,54
"6464","Peripheral neuritis in pregnancy","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64640","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64641","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64642","Other complications of pregnancy not elsewhere classified delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64643","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64644","Other complications of pregnancy not elsewhere classified postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6465","Asymptomatic bacteriuria in pregnancy","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64650","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64651","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64652","Other complications of pregnancy not elsewhere classified delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64653","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64654","Other complications of pregnancy not elsewhere classified postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6466","Infections of genitourinary tract in pregnancy","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64660","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64661","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64662","Other complications of pregnancy not elsewhere classified delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64663","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64664","Other complications of pregnancy not elsewhere classified postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6467","Liver and biliary tract disorders in pregnancy, unspec as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64670","Liver and biliary tract disorders in pregnancy, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64671","Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64673","Liver and biliary tract disorders in pregnancy, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6468","Other specified complications of pregnancy","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64680","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64681","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64682","Other complications of pregnancy not elsewhere classified delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64683","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64684","Other complications of pregnancy not elsewhere classified postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6469","Unspecified complication of pregnancy","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64690","Other complications of pregnancy not elsewhere classified unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64691","Other complications of pregnancy not elsewhere classified delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64693","Other complications of pregnancy not elsewhere classified antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"647","Infectious and parasitic conditions in the mother classifiable elsewhere but complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6470","Syphilis complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64700","Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64701","Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64702","Syphilis of mother, complicating pregnancy,childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64703","Syphilis of mother, complicating pregnancy,childbirth, or the puerperium, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64704","Syphilis of mother, complicating pregnancy,childbirth, or the puerperium, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6471","Gonorrhea complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64710","Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64711","Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64712","Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64713","Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64714","Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6472","Other venereal diseases complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64720","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64721","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64722","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64723","Other venereal diseases of mother , complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64724","Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6473","Tuberculosis complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64730","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64731","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64732","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64733","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64734","Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6474","Malaria complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64740","Malaria in the mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64741","Malaria in the mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64742","Malaria in the mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64743","Malaria in the mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64744","Malaria in the mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6475","Rubella complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64750","Rubella in the mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64751","Rubella in the mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64752","Rubella in the mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64753","Rubella in the mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64754","Rubella in the mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6476","Other viral diseases complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64760","Other viral diseases in the mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64761","Other viral diseases in the mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64762","Other viral diseases in the mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64763","Other viral diseases in the mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64764","Other viral diseases in the mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6478","Other specified infectious and parasitic diseases complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64780","Other specified infectious and parasitic diseases of mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64781","Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64782","Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64783","Other specified infectious and parasitic diseases of mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64784","Other specified infectious and parasitic diseases of mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6479","Unspecified infection or infestation complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64790","Unspecified infection or infestation of mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64791","Unspecified infection or infestation of mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64792","Unspecified infection or infestation of mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64793","Unspecified infection or infestation of mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64794","Unspecified infection or infestation of mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"648","Other current conditions in the mother classifiable elsewhere but complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6480","Diabetes mellitus complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64800","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64801","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64802","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64803","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64804","Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6481","Thyroid dysfunction complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64810","Thyroid dysfunction of mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64811","Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64812","Thyroid dysfunction of mother, delivered, with mention of postpartum complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64813","Thyroid dysfunction of mother, antepartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64814","Thyroid dysfunction of mother, postpartum condition or complication","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"6482","Anemia complicating pregnancy childbirth or the puerperium","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
"64820","Anemia of mother, unspecified as to episode of care or not applicable","maternal_indirect","Indirect maternal deaths","A.06.01.07","A.06.01","0","1",10,54
