icd_code,icd_name,pathogen_a_cause_code,pathogen_a_cause_name,nonfatal_a_cause_name,nonfatal_cause_name,cause_outline
7014,Keloid scar,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7015,Other abnormal granulation tissue,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7018,Other specified hypertrophic and atrophic conditions of skin,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7019,Unspecified hypertrophic and atrophic conditions of skin,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
702,Other dermatoses,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7020,Actinic keratosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7021,Seborrheic keratosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70211,Inflamed seborrheic keratosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70219,Other seborrheic keratosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7022,Other seborrhoeic keratosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7028,Other specified dermatoses,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
703,Diseases of nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7030,Ingrowing nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7031,Ingrowing nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7032,Ingrowing nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7033,Ingrowing nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7038,Other specified diseases of nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7039,Unspecified disease of nail,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7040,Alopecia,skin_alopecia_no pathogen#,alopecia areata  (without direct biological pathogen),skin_alopecia,"Skin, alopecia areata",B.09.08
70400,Diseases of hair and hair follicles unspecified,skin_alopecia_no pathogen#,alopecia areata  (without direct biological pathogen),skin_alopecia,"Skin, alopecia areata",B.09.08
704,Diseases of hair and hair follicles,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70401,Diseases of hair and hair follicles areata,skin_alopecia_no pathogen#,alopecia areata  (without direct biological pathogen),skin_alopecia,"Skin, alopecia areata",B.09.08
70402,Telogen effluvium,skin_alopecia_no pathogen#,alopecia areata  (without direct biological pathogen),skin_alopecia,"Skin, alopecia areata",B.09.08
70409,Other alopecia,skin_alopecia_no pathogen#,alopecia areata  (without direct biological pathogen),skin_alopecia,"Skin, alopecia areata",B.09.08
7041,Hirsutism,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7042,Abnormalities of the hair,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7043,Variations in hair color,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7044,Pilar and trichilemmal cysts,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70441,Pilar cyst,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70442,Trichilemmal cyst,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7048,Other specified diseases of hair and hair follicles,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7049,Unspecified disease of hair and hair follicles,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
705,Disorders of sweat glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7050,Anhidrosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7051,Prickly heat,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7052,Focal hyperhidrosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70521,Primary focal hyperhidrosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70522,Secondary focal hyperhidrosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7053,Prickly heat,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7054,Prickly heat,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7058,Other specified disorders of sweat glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70581,Dyshidrosis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70582,Fox-Fordyce disease,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70583,Hidradenitis,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70589,Other specified disorders of sweat glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7059,Unspecified disorder of sweat glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
706,Diseases of sebaceous glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7060,Acne varioliformis,skin_acne_path_unsp$,acne due to not mentioned pathogen,skin_acne,"Skin, acne vulgaris",B.09.07
7061,Other acne,skin_acne_path_unsp$,acne due to not mentioned pathogen,skin_acne,"Skin, acne vulgaris",B.09.07
7062,Sebaceous cyst,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7063,Seborrhea,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7068,Other specified diseases of sebaceous glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7069,Unspecified disease of sebaceous glands,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
707,Chronic ulcer of skin,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
7070,Pressure ulcer,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70700,Chronic ulcer of skin unspecified site,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70701,Chronic ulcer of skin elbow,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70702,Chronic ulcer of skin upper back,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70703,Chronic ulcer of skin lower back,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70704,Chronic ulcer of skin hip,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70705,Chronic ulcer of skin buttock,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70706,Chronic ulcer of skin ankle,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70707,Chronic ulcer of skin heel,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70709,Chronic ulcer of skin other site,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
7071,"Ulcer of lower limbs, except decubitus ulcer",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70710,"Ulcer of lower limb, unspecified",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70711,Ulcer of thigh,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70712,Ulcer of calf,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70713,Ulcer of ankle,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70714,Ulcer of heel and midfoot,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70715,Ulcer of other part of foot,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
70719,Ulcer of other part of lower limb,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
7072,Pressure ulcer stages,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70720,"Pressure ulcer, unspecified stage",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70721,"Pressure ulcer, stage I",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70722,"Pressure ulcer, stage II",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70723,"Pressure ulcer, stage III",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70724,"Pressure ulcer, stage IV",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
70725,"Pressure ulcer, unstageable",skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
7077,,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_decubitus,"Skin, decubitus",B.09.11
7078,Chronic ulcer of other specified sites,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
7079,Chronic ulcer of unspecified site,skin_bacterial_path_unsp$,infected skin diseases due to not mentioned pathogen,skin_other,"Skin, other skin",B.09.12
708,Urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7080,Allergic urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7081,Idiopathic urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7082,Urticaria due to cold and heat,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7083,Dermatographic urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7084,Vibratory urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7085,Cholinergic urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7088,Other specified urticaria,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
7089,Urticaria unspecified,skin_urticaria_no pathogen#,urticaria  (without direct biological pathogen),skin_urticaria,"Skin, urticaria",B.09.10
709,Other disorders of skin and subcutaneous tissue,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7090,Dyschromia,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70900,Other disorders of skin and subcutaneous tissue unspecified,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70901,Vitiligo,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
70909,Other dyschromia,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7091,Vascular disorders of skin,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7092,Scar conditions and fibrosis of skin,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7093,Degenerative skin disorders,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7094,Foreign body granuloma of skin and subcutaneous tissue,inj_foreign_other_no pathogen#,foreign body in other body part  (without direct biological pathogen),inj_foreign_other,"E-CODE, (inj_foreign_other)",C.02.08.03
7098,Other specified disorders of skin,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
7099,Unspecified disorder of skin and subcutaneous tissue,skin_other_no pathogen#,other skin and subcutaneous diseases  (without direct biological pathogen),skin_other,"Skin, other skin",B.09.12
710,Diffuse diseases of connective tissue,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
7100,Systemic lupus erythematosus,msk_lupus_no pathogen#,systemic and discoid lupus erythematous  (without direct biological pathogen),msk_lupus,"MSK, lupus",B.11.06.03
7101,Systemic sclerosis,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
7102,Sicca syndrome,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
7103,Dermatomyositis,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),neuro_fibromyalgia,"Neuro, myositis, dermatopolymyositis",B.05.07.05
7104,Polymyositis,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),neuro_fibromyalgia,"Neuro, myositis, dermatopolymyositis",B.05.07.05
7105,Eosinophilia myalgia syndrome,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
7108,Other specified diffuse diseases of connective tissue,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
7109,Unspecified diffuse connective tissue disease,msk_other_no pathogen#,other musculoskeletal disorders  (without direct biological pathogen),msk_other,"MSK, other and unspecified",B.11.06
711,Arthropathy associated with infections,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7110,Pyogenic arthritis,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71100,Arthropathy associated with infections site unspecified,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71101,Arthropathy associated with infections shoulder region,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71102,Arthropathy associated with infections upper arm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71103,Arthropathy associated with infections forearm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71104,Arthropathy associated with infections hand,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71105,Arthropathy associated with infections pelvic region and thigh,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71106,Arthropathy associated with infections lower leg,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71107,Arthropathy associated with infections ankle and foot,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71108,Arthropathy associated with infections other specified sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71109,Arthropathy associated with infections multiple sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7111,Arthropathy associated with reiter's disease and nonspecific urethritis,msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71110,"Arthropathy associated with Reiter's disease and nonspecific urethritis, site unspecified",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71111,"Arthropathy associated with Reiter's disease and nonspecific urethritis, shoulder region",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71112,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71113,"Arthropathy associated with Reiter's disease and nonspecific urethritis, forearm",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71114,"Arthropathy associated with Reiter's disease and nonspecific urethritis, hand",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71115,"Arthropathy associated with Reiter's disease and nonspecific urethritis, pelvic region and thigh",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71116,"Arthropathy associated with Reiter's disease and nonspecific urethritis, lower leg",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71117,"Arthropathy associated with Reiter's disease and nonspecific urethritis, ankle and foot",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71118,"Arthropathy associated with Reiter's disease and nonspecific urethritis, other specified sites",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71119,"Arthropathy associated with Reiter's disease and nonspecific urethritis, multiple sites",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7112,Arthropathy in behcet's syndrome,msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71120,"Arthropathy in Behcet's syndrome, site unspecified",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71121,"Arthropathy in Behcet's syndrome, shoulder region",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71122,"Arthropathy in Behcet's syndrome, upper arm",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71123,"Arthropathy in Behcet's syndrome, forearm",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71124,"Arthropathy in Behcet's syndrome, hand",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71125,"Arthropathy in Behcet's syndrome, pelvic region and thigh",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71126,"Arthropathy in Behcet's syndrome, lower leg",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71127,"Arthropathy in Behcet's syndrome, ankle and foot",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71128,"Arthropathy in Behcet's syndrome, other specified sites",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71129,"Arthropathy in Behcet's syndrome, multiple sites",msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7113,Postdysenteric arthropathy,msk_pyoarthritis_no pathogen#,pyogenic and reactive arthritis  (without direct biological pathogen),msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71130,Arthropathy associated with infections site unspecified,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71131,Arthropathy associated with infections shoulder region,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71132,Arthropathy associated with infections upper arm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71133,Arthropathy associated with infections forearm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71134,Arthropathy associated with infections hand,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71135,Arthropathy associated with infections pelvic region and thigh,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71136,Arthropathy associated with infections lower leg,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71137,Arthropathy associated with infections ankle and foot,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71138,Arthropathy associated with infections other specified sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71139,Arthropathy associated with infections multiple sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7114,Arthropathy associated with other bacterial diseases,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71140,Arthropathy associated with infections site unspecified,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71141,Arthropathy associated with infections shoulder region,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71142,Arthropathy associated with infections upper arm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71143,Arthropathy associated with infections forearm,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71144,Arthropathy associated with infections hand,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71145,Arthropathy associated with infections pelvic region and thigh,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71146,Arthropathy associated with infections lower leg,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71147,Arthropathy associated with infections ankle and foot,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71148,Arthropathy associated with infections other specified sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71149,Arthropathy associated with infections multiple sites,msk_pyoarthritis_path_unsp_bact$,pyogenic arthritis due to not mentioned bacterial pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
7115,Arthropathy associated with other viral diseases,msk_pyoarthritis_path_unsp$,pyogenic arthritis due to not mentioned pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
71150,Arthropathy associated with infections site unspecified,msk_pyoarthritis_path_unsp$,pyogenic arthritis due to not mentioned pathogen,msk_pyoarthritis,"MSK, arthritis, infectious",B.11.06.02
